"District","Month","lp_id","mean_access","mean_engagement","Product.Name","locale","pct_free.reduced","pp_total_raw"
1570,"Apr-May",90153,0.59,95.33,"Netflix","Suburb","[0.2, 0.4[",""
1570,"Apr-May",92867,0.69,96.91,"Math Playground","Suburb","[0.2, 0.4[",""
1570,"Apr-May",93742,0.9,125.34,"TypingClub","Suburb","[0.2, 0.4[",""
1570,"Apr-May",94158,0.05,0.52,"CoolMath","Suburb","[0.2, 0.4[",""
1570,"Apr-May",95731,8.14,3613.26,"Google Docs","Suburb","[0.2, 0.4[",""
1570,"Apr-May",99916,7.26,410.94,"Google Drive","Suburb","[0.2, 0.4[",""
1570,"Jun-Jul",17920,0.05,17.07,"Interland","Suburb","[0.2, 0.4[",""
1570,"Jun-Jul",17941,0.67,20.95,"Kids A-Z","Suburb","[0.2, 0.4[",""
1570,"Jun-Jul",32213,2.33,253.71,"Google Classroom","Suburb","[0.2, 0.4[",""
1570,"Jun-Jul",36692,0.42,84.29,"Epic! - Unlimited Books for Kids","Suburb","[0.2, 0.4[",""
1570,"Jun-Jul",37153,0.71,99.64,"Zearn","Suburb","[0.2, 0.4[",""
1570,"Jun-Jul",41581,0.06,10.29,"Tynker","Suburb","[0.2, 0.4[",""
1570,"Jun-Jul",50479,0.51,107.44,"ABCya!","Suburb","[0.2, 0.4[",""
1570,"Jun-Jul",51853,0.21,6.53,"PBS Kids","Suburb","[0.2, 0.4[",""
1570,"Jun-Jul",56218,1.82,52.79,"School Loop","Suburb","[0.2, 0.4[",""
1570,"Jun-Jul",61292,4.59,2113.76,"YouTube","Suburb","[0.2, 0.4[",""
1570,"Jun-Jul",61945,1.49,70.77,"Zoom","Suburb","[0.2, 0.4[",""
1570,"Jun-Jul",64838,0.32,88.91,"Starfall","Suburb","[0.2, 0.4[",""
1570,"Jun-Jul",64948,1.46,230.84,"Prodigy","Suburb","[0.2, 0.4[",""
1570,"Jun-Jul",66933,0.21,73.82,"ABCmouse.com","Suburb","[0.2, 0.4[",""
1570,"Jun-Jul",70706,0.07,8.26,"Canvas for Chrome","Suburb","[0.2, 0.4[",""
1570,"Jun-Jul",76649,1.7,78.67,"Clever","Suburb","[0.2, 0.4[",""
1570,"Jun-Jul",80560,0.07,26.4,"Nitro Type","Suburb","[0.2, 0.4[",""
1570,"Jun-Jul",90153,0.51,70.96,"Netflix","Suburb","[0.2, 0.4[",""
1570,"Jun-Jul",92867,0.26,42.41,"Math Playground","Suburb","[0.2, 0.4[",""
1570,"Jun-Jul",92993,0.05,36.76,"ALEKS","Suburb","[0.2, 0.4[",""
1570,"Jun-Jul",94158,0.07,1.01,"CoolMath","Suburb","[0.2, 0.4[",""
1570,"Jun-Jul",95731,0.84,348.98,"Google Docs","Suburb","[0.2, 0.4[",""
1570,"Jun-Jul",99916,0.88,41.97,"Google Drive","Suburb","[0.2, 0.4[",""
1570,"Aug-Dec",29790,0.06,8.16,"Hooda Math","Suburb","[0.2, 0.4[",""
1570,"Aug-Dec",32555,0.04,0.51,"Among Us","Suburb","[0.2, 0.4[",""
1570,"Aug-Dec",45811,0.03,1.23,"Google Science Journal","Suburb","[0.2, 0.4[",""
1570,"Aug-Dec",51853,0.3,8.81,"PBS Kids","Suburb","[0.2, 0.4[",""
1570,"Aug-Dec",80560,0.09,29.22,"Nitro Type","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",11406,0.02,1.21,"WyzAnt","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",13117,0.04,3.29,"SplashLearn","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",13496,1.23,105.76,"Wikipedia","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",16406,0.25,219.26,"Google Translate","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",17941,0.02,0.95,"Kids A-Z","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",19184,0.02,0.69,"Savvas EasyBridge","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",20594,0.01,1.3,"Quill","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",20677,0.01,0.74,"remove.bg","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",23644,0.01,0.9,"ThoughtCo","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",24120,0.01,0.55,"Edulastic","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",26881,0.01,0.07,"iStation","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",28456,0.02,2.07,"SmartMusic","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",28467,0.01,0.73,"SlidesCarnival","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",28504,1.12,332.77,"Google Sheets","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",29286,0.05,1.86,"Socratic","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",29322,0.38,72.39,"Khan Academy","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",32213,4,592.05,"Google Classroom","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",32340,0.08,7.26,"Education Genius","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",33185,1.71,184.17,"Google Forms","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",33946,0.21,53.81,"JSTOR","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",34887,0.29,82.45,"Naviance","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",35007,0.01,0.69,"Imagine Learning","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",35201,0.06,9.73,"Symbolab","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",36102,0.01,5.96,"Little Alchemy","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",36620,0.08,14.38,"Disney+","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",39623,0.25,59,"SpanishDict","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",42725,0.01,0.6,"myLexia","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",43491,0.04,10.86,"Duolingo","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",44025,0.01,0.69,"Soundtrap","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",47261,0.01,0.79,"Funbrain","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",47364,12.17,3619.91,"Canvas","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",49563,0.02,11.4,"Book Creator","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",49751,0.44,52.26,"SparkNotes","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",50104,0.05,3.69,"Chegg","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",50580,0.01,0.26,"Securly Anywhere Filter","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",50724,0.01,1.11,"myON Reader","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",50762,0.08,17.66,"Internet Archive","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",51340,1.39,83.82,"Grammarly","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",53775,0.01,1.39,"Google Play Music","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",54430,0.26,22.51,"Encyclopedia Britannica","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",54827,0.11,20.09,"SoundCloud","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",55450,0.36,65.04,"Spotify: Music and podcasts","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",57084,0.34,24.98,"CoolMath Games","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",57724,0.32,69.5,"EasyBib","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",57949,0.06,10.01,"Mathway","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",61384,0.01,2.35,"XtraMath","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",63335,0.01,0.58,"Math Games (MathGames)","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",63740,0.01,0.31,"Generation Genius","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",65797,0.11,23.19,"Google Drawings","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",69827,0.87,69.46,"Google Sites","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",69863,0.47,30.21,"Chrome Web Store","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",71805,0.02,0.51,"Scratch","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",72758,0.24,85.28,"Google Calendar","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",74653,0.01,1.46,"Studies Weekly","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",75451,0.06,6.13,"United States Holocaust Memorial Museum","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",78063,0.01,0.23,"ClassLink","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",78818,0.15,8.67,"eNotes","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",80144,0.18,6.49,"Quora","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",80473,0.01,0.07,"Didax","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",80560,0.06,8.36,"Nitro Type","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",80972,0.16,57.55,"ExploreLearning","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",86059,0.28,29.31,"Thesaurus.com","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",87342,0.11,12.16,"LitCharts","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",87762,0.04,1.14,"Grammarly for Chrome","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",90153,0.55,109.54,"Netflix","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",91030,0.06,3.89,"Brainly","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",92993,0.01,2.12,"ALEKS","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",93256,0.04,2.39,"Scitable","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",94158,0.01,0.25,"CoolMath","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",95731,11.27,3745.3,"Google Docs","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",95967,0.07,6.17,"Live Science","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",98265,1.38,166.56,"Quizlet","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",98845,0.35,61.86,"Meet","Suburb","[0.2, 0.4[",""
2074,"Jan-Mar",99916,6.21,723.26,"Google Drive","Suburb","[0.2, 0.4[",""
2074,"Apr-May",10533,0.08,11.47,"Scholastic","Suburb","[0.2, 0.4[",""
2074,"Apr-May",10745,0.01,0.17,"Wonderopolis","Suburb","[0.2, 0.4[",""
2074,"Apr-May",11406,0.02,0.92,"WyzAnt","Suburb","[0.2, 0.4[",""
2074,"Apr-May",11910,0.01,0.48,"Pew Research Center","Suburb","[0.2, 0.4[",""
2074,"Apr-May",13496,0.65,48.07,"Wikipedia","Suburb","[0.2, 0.4[",""
2074,"Apr-May",13699,0.13,12.37,"Weebly","Suburb","[0.2, 0.4[",""
2074,"Apr-May",15225,0.04,2.22,"Dictionary - Merriam-Webster","Suburb","[0.2, 0.4[",""
2074,"Apr-May",15254,0.04,5.42,"MIT App Inventor","Suburb","[0.2, 0.4[",""
2074,"Apr-May",16164,0.26,26.4,"nytimes.com","Suburb","[0.2, 0.4[",""
2074,"Apr-May",16401,0.18,45.21,"PBS","Suburb","[0.2, 0.4[",""
2074,"Apr-May",16406,0.24,242.48,"Google Translate","Suburb","[0.2, 0.4[",""
2074,"Apr-May",16633,0.12,10.61,"CNN Student News","Suburb","[0.2, 0.4[",""
2074,"Apr-May",17941,0.01,0.56,"Kids A-Z","Suburb","[0.2, 0.4[",""
2074,"Apr-May",19181,0.01,2.35,"NoodleTools","Suburb","[0.2, 0.4[",""
2074,"Apr-May",20594,0.01,1.2,"Quill","Suburb","[0.2, 0.4[",""
2074,"Apr-May",24711,0.1,52.47,"Kahoot!","Suburb","[0.2, 0.4[",""
2074,"Apr-May",24744,0.01,0.07,"World Book Online","Suburb","[0.2, 0.4[",""
2074,"Apr-May",26512,0.01,0.42,"Multiplication.com","Suburb","[0.2, 0.4[",""
2074,"Apr-May",26881,0.01,0.14,"iStation","Suburb","[0.2, 0.4[",""
2074,"Apr-May",28456,0.03,5.31,"SmartMusic","Suburb","[0.2, 0.4[",""
2074,"Apr-May",28504,0.68,665.84,"Google Sheets","Suburb","[0.2, 0.4[",""
2074,"Apr-May",28525,0.01,0.53,"Renaissance Learning","Suburb","[0.2, 0.4[",""
2074,"Apr-May",29286,0.05,1.79,"Socratic","Suburb","[0.2, 0.4[",""
2074,"Apr-May",29322,0.36,57.26,"Khan Academy","Suburb","[0.2, 0.4[",""
2074,"Apr-May",29790,0.01,0.48,"Hooda Math","Suburb","[0.2, 0.4[",""
2074,"Apr-May",30851,0.04,1.06,"Google Chrome","Suburb","[0.2, 0.4[",""
2074,"Apr-May",32213,2.05,275.65,"Google Classroom","Suburb","[0.2, 0.4[",""
2074,"Apr-May",32340,0.09,6.71,"Education Genius","Suburb","[0.2, 0.4[",""
2074,"Apr-May",33185,1.15,169.21,"Google Forms","Suburb","[0.2, 0.4[",""
2074,"Apr-May",33946,0.06,8.91,"JSTOR","Suburb","[0.2, 0.4[",""
2074,"Apr-May",34887,0.1,24.85,"Naviance","Suburb","[0.2, 0.4[",""
2074,"Apr-May",35007,0.01,0.26,"Imagine Learning","Suburb","[0.2, 0.4[",""
2074,"Apr-May",35201,0.05,7.77,"Symbolab","Suburb","[0.2, 0.4[",""
2074,"Apr-May",35971,0.36,33.62,"Edpuzzle","Suburb","[0.2, 0.4[",""
2074,"Apr-May",36102,0.01,0.97,"Little Alchemy","Suburb","[0.2, 0.4[",""
2074,"Apr-May",36620,0.11,16.78,"Disney+","Suburb","[0.2, 0.4[",""
2074,"Apr-May",37891,0.01,1.39,"ClassZone","Suburb","[0.2, 0.4[",""
2074,"Apr-May",39623,0.38,101.57,"SpanishDict","Suburb","[0.2, 0.4[",""
2074,"Apr-May",41424,0.02,2.23,"Common App","Suburb","[0.2, 0.4[",""
2074,"Apr-May",42410,0.04,6.56,"Conjuguemos","Suburb","[0.2, 0.4[",""
2074,"Apr-May",43491,0.04,6.16,"Duolingo","Suburb","[0.2, 0.4[",""
2074,"Apr-May",44025,0.02,2.36,"Soundtrap","Suburb","[0.2, 0.4[",""
2074,"Apr-May",46123,0.18,7.5,"College Board","Suburb","[0.2, 0.4[",""
2074,"Apr-May",47261,0.01,0.38,"Funbrain","Suburb","[0.2, 0.4[",""
2074,"Apr-May",47364,9.51,3939.39,"Canvas","Suburb","[0.2, 0.4[",""
2074,"Apr-May",48333,0.14,13.17,"Google Hangouts","Suburb","[0.2, 0.4[",""
2074,"Apr-May",49062,0.07,34.33,"Quia Web","Suburb","[0.2, 0.4[",""
2074,"Apr-May",49094,0.02,0.47,"SchoolTube","Suburb","[0.2, 0.4[",""
2074,"Apr-May",49570,0.01,0.9,"Ptable","Suburb","[0.2, 0.4[",""
2074,"Apr-May",49751,0.3,34.83,"SparkNotes","Suburb","[0.2, 0.4[",""
2074,"Apr-May",50168,0.08,5.82,"Houghton Mifflin Harcourt","Suburb","[0.2, 0.4[",""
2074,"Apr-May",51340,0.56,37.16,"Grammarly","Suburb","[0.2, 0.4[",""
2074,"Apr-May",52175,0.1,8.47,"The Washington Post KidsPost","Suburb","[0.2, 0.4[",""
2074,"Apr-May",52758,0.04,0.97,"Adobe Character Animator","Suburb","[0.2, 0.4[",""
2074,"Apr-May",53775,0.01,1.22,"Google Play Music","Suburb","[0.2, 0.4[",""
2074,"Apr-May",54430,0.13,11.19,"Encyclopedia Britannica","Suburb","[0.2, 0.4[",""
2074,"Apr-May",54827,0.12,25.06,"SoundCloud","Suburb","[0.2, 0.4[",""
2074,"Apr-May",55450,0.38,47.85,"Spotify: Music and podcasts","Suburb","[0.2, 0.4[",""
2074,"Apr-May",56028,0.07,3.98,"Shmoop","Suburb","[0.2, 0.4[",""
2074,"Apr-May",57084,0.05,4.21,"CoolMath Games","Suburb","[0.2, 0.4[",""
2074,"Apr-May",57949,0.07,9.64,"Mathway","Suburb","[0.2, 0.4[",""
2074,"Apr-May",60051,0.26,76.41,"Big Ideas Math","Suburb","[0.2, 0.4[",""
2074,"Apr-May",60825,0.11,3.95,"Study.com","Suburb","[0.2, 0.4[",""
2074,"Apr-May",61384,0.01,0.87,"XtraMath","Suburb","[0.2, 0.4[",""
2074,"Apr-May",61441,0.01,0.44,"i-Ready","Suburb","[0.2, 0.4[",""
2074,"Apr-May",61945,1.71,160.46,"Zoom","Suburb","[0.2, 0.4[",""
2074,"Apr-May",62934,0.07,40.86,"NoRedInk","Suburb","[0.2, 0.4[",""
2074,"Apr-May",64947,0.42,62.51,"Desmos","Suburb","[0.2, 0.4[",""
2074,"Apr-May",64998,0.01,1.04,"ST Math","Suburb","[0.2, 0.4[",""
2074,"Apr-May",65358,0.09,8.28,"Prezi","Suburb","[0.2, 0.4[",""
2074,"Apr-May",69610,0.01,0.67,"History for Kids","Suburb","[0.2, 0.4[",""
2074,"Apr-May",69827,0.46,44.96,"Google Sites","Suburb","[0.2, 0.4[",""
2074,"Apr-May",69863,0.47,21.09,"Chrome Web Store","Suburb","[0.2, 0.4[",""
2074,"Apr-May",70167,0.04,16.31,"Microsoft XNA Game Studio","Suburb","[0.2, 0.4[",""
2074,"Apr-May",70878,0.01,0.34,"CHROME MUSIC LAB","Suburb","[0.2, 0.4[",""
2074,"Apr-May",71805,0.01,0.15,"Scratch","Suburb","[0.2, 0.4[",""
2074,"Apr-May",72758,0.39,143.85,"Google Calendar","Suburb","[0.2, 0.4[",""
2074,"Apr-May",73104,0.02,4.37,"Achieve3000","Suburb","[0.2, 0.4[",""
2074,"Apr-May",73323,0.19,15.91,"Turnitin","Suburb","[0.2, 0.4[",""
2074,"Apr-May",76122,0.03,1.57,"Canva","Suburb","[0.2, 0.4[",""
2074,"Apr-May",76214,0.09,13.37,"Quizizz","Suburb","[0.2, 0.4[",""
2074,"Apr-May",76229,0.01,0.14,"Read Theory","Suburb","[0.2, 0.4[",""
2074,"Apr-May",76649,0.25,10.05,"Clever","Suburb","[0.2, 0.4[",""
2074,"Apr-May",77430,0.04,2.05,"Instructure","Suburb","[0.2, 0.4[",""
2074,"Apr-May",77698,0.06,2.16,"Goodreads","Suburb","[0.2, 0.4[",""
2074,"Apr-May",78063,0.01,0.47,"ClassLink","Suburb","[0.2, 0.4[",""
2074,"Apr-May",78818,0.11,6.16,"eNotes","Suburb","[0.2, 0.4[",""
2074,"Apr-May",80144,0.15,6.3,"Quora","Suburb","[0.2, 0.4[",""
2074,"Apr-May",80560,0.01,2.05,"Nitro Type","Suburb","[0.2, 0.4[",""
2074,"Apr-May",85991,0.04,2.7,"Microsoft Office 365","Suburb","[0.2, 0.4[",""
2074,"Apr-May",86059,0.14,11.33,"Thesaurus.com","Suburb","[0.2, 0.4[",""
2074,"Apr-May",87342,0.11,9.91,"LitCharts","Suburb","[0.2, 0.4[",""
2074,"Apr-May",87762,0.02,0.37,"Grammarly for Chrome","Suburb","[0.2, 0.4[",""
2074,"Apr-May",88885,0.04,1.82,"Lumen Learning","Suburb","[0.2, 0.4[",""
2074,"Apr-May",90153,1,182.18,"Netflix","Suburb","[0.2, 0.4[",""
2074,"Apr-May",91030,0.09,15.66,"Brainly","Suburb","[0.2, 0.4[",""
2074,"Apr-May",91165,0.01,3.59,"MobyMax","Suburb","[0.2, 0.4[",""
2074,"Apr-May",92918,0.02,1.25,"College Compass","Suburb","[0.2, 0.4[",""
2074,"Apr-May",92993,0.01,1.78,"ALEKS","Suburb","[0.2, 0.4[",""
2074,"Apr-May",94058,0.09,6.4,"Course Hero","Suburb","[0.2, 0.4[",""
2074,"Apr-May",94264,0.05,8.18,"The Physics Classroom","Suburb","[0.2, 0.4[",""
2074,"Apr-May",95731,8.04,8534.7,"Google Docs","Suburb","[0.2, 0.4[",""
2074,"Apr-May",95859,0.08,12.97,"Remind","Suburb","[0.2, 0.4[",""
2074,"Apr-May",95967,0.03,1.9,"Live Science","Suburb","[0.2, 0.4[",""
2074,"Apr-May",96116,0.07,5.09,"CliffsNotes","Suburb","[0.2, 0.4[",""
2074,"Apr-May",97280,0.15,34.51,"Newsela","Suburb","[0.2, 0.4[",""
2074,"Apr-May",98265,0.63,129.19,"Quizlet","Suburb","[0.2, 0.4[",""
2074,"Apr-May",98845,0.41,52.21,"Meet","Suburb","[0.2, 0.4[",""
2074,"Apr-May",99916,4.15,629.83,"Google Drive","Suburb","[0.2, 0.4[",""
2074,"Jun-Jul",12816,0.01,0.07,"Turtle Diary","Suburb","[0.2, 0.4[",""
2074,"Jun-Jul",13496,0.14,9.96,"Wikipedia","Suburb","[0.2, 0.4[",""
2074,"Jun-Jul",13983,0.13,24.45,"Facebook","Suburb","[0.2, 0.4[",""
2074,"Jun-Jul",16164,0.05,3.27,"nytimes.com","Suburb","[0.2, 0.4[",""
2074,"Jun-Jul",16406,0.06,80.5,"Google Translate","Suburb","[0.2, 0.4[",""
2074,"Jun-Jul",16633,0.03,3.79,"CNN Student News","Suburb","[0.2, 0.4[",""
2074,"Jun-Jul",18663,0.01,0.19,"AdaptedMind","Suburb","[0.2, 0.4[",""
2074,"Jun-Jul",19334,0.03,17.35,"Enchanted Learning","Suburb","[0.2, 0.4[",""
2074,"Jun-Jul",20594,0.01,0.67,"Quill","Suburb","[0.2, 0.4[",""
2074,"Jun-Jul",24744,0.01,0.07,"World Book Online","Suburb","[0.2, 0.4[",""
2074,"Jun-Jul",28504,0.27,326.71,"Google Sheets","Suburb","[0.2, 0.4[",""
2074,"Jun-Jul",29322,0.09,16.97,"Khan Academy","Suburb","[0.2, 0.4[",""
2074,"Jun-Jul",29790,0.01,0.95,"Hooda Math","Suburb","[0.2, 0.4[",""
2074,"Jun-Jul",32213,0.23,33.59,"Google Classroom","Suburb","[0.2, 0.4[",""
2074,"Jun-Jul",33185,0.38,55.03,"Google Forms","Suburb","[0.2, 0.4[",""
2074,"Jun-Jul",34887,0.07,20.78,"Naviance","Suburb","[0.2, 0.4[",""
2074,"Jun-Jul",35007,0.01,0.07,"Imagine Learning","Suburb","[0.2, 0.4[",""
2074,"Jun-Jul",36102,0.01,0.15,"Little Alchemy","Suburb","[0.2, 0.4[",""
2074,"Jun-Jul",36620,0.06,9.75,"Disney+","Suburb","[0.2, 0.4[",""
2074,"Jun-Jul",36859,0.13,349.46,"Instagram","Suburb","[0.2, 0.4[",""
2074,"Jun-Jul",39623,0.02,4.35,"SpanishDict","Suburb","[0.2, 0.4[",""
2074,"Jun-Jul",39841,0.01,0.11,"StudyJams!","Suburb","[0.2, 0.4[",""
2074,"Jun-Jul",41424,0.03,4.05,"Common App","Suburb","[0.2, 0.4[",""
2074,"Jun-Jul",45811,0.01,0.07,"Google Science Journal","Suburb","[0.2, 0.4[",""
2074,"Jun-Jul",47261,0.01,0.21,"Funbrain","Suburb","[0.2, 0.4[",""
2074,"Jun-Jul",47364,1.9,559.43,"Canvas","Suburb","[0.2, 0.4[",""
2074,"Jun-Jul",49570,0.01,0.61,"Ptable","Suburb","[0.2, 0.4[",""
2074,"Jun-Jul",50104,0.02,3.95,"Chegg","Suburb","[0.2, 0.4[",""
2074,"Jun-Jul",51340,0.1,5.97,"Grammarly","Suburb","[0.2, 0.4[",""
2074,"Jun-Jul",51853,0.01,0.49,"PBS Kids","Suburb","[0.2, 0.4[",""
2074,"Jun-Jul",52175,0.02,1.32,"The Washington Post KidsPost","Suburb","[0.2, 0.4[",""
2074,"Jun-Jul",53775,0.01,0.45,"Google Play Music","Suburb","[0.2, 0.4[",""
2074,"Jun-Jul",54827,0.05,7.76,"SoundCloud","Suburb","[0.2, 0.4[",""
2074,"Jun-Jul",55450,0.12,22.03,"Spotify: Music and podcasts","Suburb","[0.2, 0.4[",""
2074,"Jun-Jul",57084,0.03,3.13,"CoolMath Games","Suburb","[0.2, 0.4[",""
