"District","Month","lp_id","mean_access","mean_engagement","Product.Name","locale","pct_free.reduced","pp_total_raw"
1324,"January",26753,0.07,0.94,"Vimeo","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",28199,0.05,4.68,"iHeartRadio","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",28456,0.05,5.62,"SmartMusic","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",28504,2.19,143.73,"Google Sheets","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",28525,0.12,1.3,"Renaissance Learning","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",28633,0.59,8.66,"Discovery Education","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",28701,0.07,1.17,"Lumin PDF","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",29286,0.13,2.13,"Socratic","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",29322,0.47,32.54,"Khan Academy","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",29790,0.05,0.47,"Hooda Math","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",30025,0.05,0.47,"LearnZillion","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",30593,0.7,47.16,"Socrative","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",30851,0.13,2.15,"Google Chrome","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",31827,0.05,5.86,"Microsoft OneDrive","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",31956,0.09,1.88,"AP Central","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",32213,45.38,6967.84,"Google Classroom","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",32340,0.07,0.7,"Education Genius","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",33185,20.92,875.58,"Google Forms","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",33326,0.51,30.78,"Ducksters","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",33562,7.69,325.64,"IXL Language","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",33624,0.15,3.82,"HowStuffWorks","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",33946,0.11,1.83,"JSTOR","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",35007,0.05,0.47,"Imagine Learning","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",35201,0.15,11.62,"Symbolab","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",35237,0.05,0.47,"Sharp School","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",35971,4.6,174.98,"Edpuzzle","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",36692,1.29,162.99,"Epic! - Unlimited Books for Kids","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",37017,0.22,7.79,"Pixlr","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",37891,0.06,0.94,"ClassZone","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",38871,0.09,2.66,"Google Workspace","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",39004,0.25,73.34,"TumbleBooks","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",39841,0.63,31.08,"StudyJams!","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",40928,1.67,67.44,"Pear Deck","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",41424,0.08,9.31,"Common App","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",41581,0.14,14.02,"Tynker","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",41587,0.09,5.15,"LinkedIn","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",42410,0.24,30.16,"Conjuguemos","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",42608,0.05,0.47,"Raz-Plus","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",43491,0.63,92.7,"Duolingo","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",45005,0.15,16.28,"GitHub","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",45716,0.05,0.6,"ClassDojo for Students","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",45811,0.43,23.26,"Google Science Journal","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",46123,0.2,3.17,"College Board","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",46819,0.05,0.47,"Tes Teach","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",47261,0.06,5.92,"Funbrain","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",47267,0.07,2.42,"ClassDojo","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",47364,0.3,19.47,"Canvas","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",48984,0.05,0.47,"SafeSchools","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",49062,0.17,10.42,"Quia Web","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",49570,0.39,10.66,"Ptable","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",49571,0.08,4.74,"Education.com","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",49751,0.86,60.26,"SparkNotes","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",50104,0.2,4.93,"Chegg","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",50168,0.05,0.47,"Houghton Mifflin Harcourt","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",50282,0.05,1.87,"SafeShare","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",50479,0.23,14.52,"ABCya!","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",50580,9.24,193.91,"Securly Anywhere Filter","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",50712,0.09,1.37,"Earthquakes for Kids","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",51288,0.05,1.7,"Eventbrite","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",51340,0.58,27.31,"Grammarly","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",51853,0.07,1.46,"PBS Kids","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",52175,0.26,9.35,"The Washington Post KidsPost","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",52196,0.05,0.47,"BrainPOP Jr.","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",52448,0.05,0.47,"Google Currents","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",52758,0.31,4.88,"Adobe Character Animator","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",53399,0.42,65.23,"Adobe Spark Page","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",53775,1.56,183.03,"Google Play Music","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",54430,0.91,40.48,"Encyclopedia Britannica","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",54794,0.05,4.7,"MAPP","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",55031,0.72,25.18,"Nearpod","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",55032,0.05,1.87,"ASCD Professional Development Tools","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",55355,0.37,8.82,"ReadWriteThink","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",55589,0.67,46.74,"BrainPOP","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",56028,0.31,15.28,"Shmoop","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",56441,0.11,9.83,"Audible","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",57084,0.05,0.94,"CoolMath Games","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",57293,0.14,6.65,"Penn State World Campus","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",57343,1.53,67.74,"Formative","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",57724,0.51,115.35,"EasyBib","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",57949,0.35,43.84,"Mathway","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",58235,0.1,4.12,"TedEd","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",58986,0.06,0.94,"Learning for Justice","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",59257,0.07,0.7,"Issuu","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",59304,0.06,1.52,"WeAreTeachers","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",60825,0.37,12.36,"Study.com","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",61384,1.13,166.48,"XtraMath","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",61441,16.23,431.01,"i-Ready","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",61517,0.05,5.15,"¡Avancemos!","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",61945,0.05,0.94,"Zoom","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",62538,0.05,0.7,"Bitmoji","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",62934,0.41,63.2,"NoRedInk","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",63178,0.05,1.89,"LearnPlatform","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",63335,0.1,3.49,"Math Games (MathGames)","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",63740,0.05,0.47,"Generation Genius","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",64124,0.14,2.96,"Learn.Genetics","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",64838,0.05,6.83,"Starfall","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",64850,0.05,0.47,"Calendly","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",64915,3.06,480.65,"ReadWorks","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",64947,2.97,150.92,"Desmos","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",64948,1.72,76.06,"Prodigy","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",65277,0.09,2.38,"TeachersPayTeachers","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",65358,0.36,22.46,"Prezi","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",65797,0.06,0.56,"Google Drawings","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",66933,0.11,21.77,"ABCmouse.com","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",67035,0.7,48.85,"CommonLit","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",67431,0.05,0.93,"Autodesk","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",68490,0.62,9.79,"Wikimedia Commons","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",68713,4.58,277.58,"Discovery Education Math Techbook","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",69429,0.19,5.12,"WordPress","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",69757,0.21,24.75,"DeltaMath","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",69827,7.52,497.19,"Google Sites","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",69863,1.01,33.73,"Chrome Web Store","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",70167,0.08,2.37,"Microsoft XNA Game Studio","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",70740,0.05,0.47,"Screencast-O-Matic","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",71152,0.09,1.41,"PhET Interactive Science Simulations","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",71805,0.1,2.04,"Scratch","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",72676,0.11,1.41,"Kami","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",72703,0.05,0.47,"Better Lesson","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",72713,0.16,5.08,"Google Books","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",72758,0.45,27.32,"Google Calendar","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",73101,0.39,18.25,"Padlet","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",73104,0.07,1.24,"Achieve3000","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",73323,0.34,32.91,"Turnitin","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",73952,0.05,5.43,"McGraw-Hill Education","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",74174,1.03,89.01,"Wakelet","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",74653,0.23,26.87,"Studies Weekly","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",75451,0.09,6.18,"United States Holocaust Memorial Museum","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",76122,0.3,4.85,"Canva","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",76214,3.4,230.27,"Quizizz","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",76229,2.19,206.45,"Read Theory","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",76649,22.22,1158.47,"Clever","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",76661,0.06,2.39,"WWF ~ World Wildlife Fund","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",76889,0.08,29.92,"Blackboard","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",77430,0.05,0.94,"Instructure","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",77698,0.22,7.22,"Goodreads","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",77713,0.05,0.47,"Gale Presents: Peterson's Test Prep","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",78063,0.24,3.3,"ClassLink","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",78586,0.05,0.94,"ThingLink","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",78662,0.05,0.47,"TeacherVision","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",78730,0.14,9.2,"MaxPreps: Connecticut","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",78818,0.35,11.84,"eNotes","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",79673,0.07,1.62,"Zendesk","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",80144,0.42,11.19,"Quora","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",80616,1.89,99.35,"IXL Math","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",81127,0.17,6.04,"NASA's Space Place","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",81236,0.05,0.47,"Box","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",81654,0.05,0.57,"Tinkercad","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",83076,0.31,19.07,"GeoGebra","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",83118,0.46,66.39,"Legends of Learning","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",83270,0.08,3.99,"Google Arts & Culture","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",83394,0.07,3.15,"Yelp","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",83862,0.06,0.7,"Raz-Kids","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",84007,0.05,0.47,"Reading A-Z","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",84217,0.06,2.01,"KQED E-books","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",84652,0.35,18.43,"CK-12","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",85072,0.33,13,"Space.com","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",85682,0.24,4.37,"Qualtrics","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",85975,0.39,20.16,"Code.org","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",86059,0.46,22.99,"Thesaurus.com","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",86294,0.06,2.52,"Kiddle","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",86575,0.06,1.72,"PBS LearningMedia","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",86703,0.05,7.05,"GoNoodle","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",86775,0.06,2.43,"WordReference.com","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",87342,0.23,14.44,"LitCharts","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",87762,0.1,2.65,"Grammarly for Chrome","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",88885,0.2,5.42,"Lumen Learning","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",88925,0.23,4.53,"Google Expeditions","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",89267,0.1,1.87,"Wiley","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",89688,0.05,0.47,"Teach TCI","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",89802,0.12,3.94,"Bartleby","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",90153,0.05,1.59,"Netflix","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",90929,1.06,30.33,"Gimkit","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",91165,1.72,89.97,"MobyMax","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",91873,0.08,9.65,"Breakout EDU","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",92844,0.15,7.43,"Typing.com","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",92867,0.52,24.27,"Math Playground","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",92871,0.09,0.94,"PowerSchool","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",92894,0.2,8.54,"MarketWatch","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",92918,0.11,7.65,"College Compass","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",92993,0.05,0.94,"ALEKS","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",93256,0.07,0.84,"Scitable","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",93690,0.07,1.66,"Calculator.com","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",93742,1.29,109.37,"TypingClub","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",94058,0.05,0.47,"Course Hero","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",94158,0.05,1.33,"CoolMath","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",94264,0.5,12.38,"The Physics Classroom","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",94324,0.1,5.2,"WeVideo for Schools","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",95253,0.05,5.62,"Edgenuity","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",95731,34.5,5609.69,"Google Docs","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",95859,0.11,8.96,"Remind","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",96034,0.05,1.87,"RoomRecess.com","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",96116,0.05,0.47,"CliffsNotes","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",96217,0.05,0.94,"The Math Learning Center","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",96706,0.16,19.81,"MindTap","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",97209,0.19,2.93,"Adobe Spark","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",97280,1.8,288.85,"Newsela","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",98001,0.06,1.56,"Dropbox","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",98265,13.32,831.72,"Quizlet","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",98402,7.92,596.41,"Reflex Math","Rural","[0.4, 0.6[","[8000, 10000["
1324,"January",99916,23.55,878.6,"Google Drive","Rural","[0.4, 0.6[","[8000, 10000["
1324,"February",10533,0.11,5.4,"Scholastic","Rural","[0.4, 0.6[","[8000, 10000["
1324,"February",10650,0.21,12.01,"Library of Congress","Rural","[0.4, 0.6[","[8000, 10000["
1324,"February",10745,0.12,8.4,"Wonderopolis","Rural","[0.4, 0.6[","[8000, 10000["
1324,"February",11069,0.12,6.53,"Mr. Donn","Rural","[0.4, 0.6[","[8000, 10000["
1324,"February",11206,0.15,3.56,"Google Earth","Rural","[0.4, 0.6[","[8000, 10000["
1324,"February",11237,0.07,6.83,"online-stopwatch.com","Rural","[0.4, 0.6[","[8000, 10000["
1324,"February",11286,0.1,3.45,"ABC News","Rural","[0.4, 0.6[","[8000, 10000["
1324,"February",11406,0.07,1.4,"WyzAnt","Rural","[0.4, 0.6[","[8000, 10000["
1324,"February",12803,0.13,13.5,"SlideShare","Rural","[0.4, 0.6[","[8000, 10000["
1324,"February",13117,0.05,5.76,"SplashLearn","Rural","[0.4, 0.6[","[8000, 10000["
1324,"February",13496,2.27,210.07,"Wikipedia","Rural","[0.4, 0.6[","[8000, 10000["
1324,"February",13699,1.03,156.89,"Weebly","Rural","[0.4, 0.6[","[8000, 10000["
1324,"February",14124,0.06,1.23,"Tumblr","Rural","[0.4, 0.6[","[8000, 10000["
1324,"February",14168,0.41,64.83,"Dictionary.com","Rural","[0.4, 0.6[","[8000, 10000["
1324,"February",14769,2.9,278.33,"Vocabulary Spelling City","Rural","[0.4, 0.6[","[8000, 10000["
1324,"February",15225,0.15,6.23,"Dictionary - Merriam-Webster","Rural","[0.4, 0.6[","[8000, 10000["
1324,"February",15254,0.11,10.21,"MIT App Inventor","Rural","[0.4, 0.6[","[8000, 10000["
1324,"February",16164,0.68,46.32,"nytimes.com","Rural","[0.4, 0.6[","[8000, 10000["
1324,"February",16401,0.5,63.33,"PBS","Rural","[0.4, 0.6[","[8000, 10000["
1324,"February",16406,0.19,86.15,"Google Translate","Rural","[0.4, 0.6[","[8000, 10000["
1324,"February",16468,0.11,3.7,"National Archives","Rural","[0.4, 0.6[","[8000, 10000["
1324,"February",16633,1.15,85.71,"CNN Student News","Rural","[0.4, 0.6[","[8000, 10000["
1324,"February",16753,0.25,41.07,"Flocabulary","Rural","[0.4, 0.6[","[8000, 10000["
1324,"February",17182,1.01,100.26,"iCivics","Rural","[0.4, 0.6[","[8000, 10000["
1324,"February",17920,0.07,9.8,"Interland","Rural","[0.4, 0.6[","[8000, 10000["
1324,"February",17941,0.07,2.18,"Kids A-Z","Rural","[0.4, 0.6[","[8000, 10000["
1324,"February",18090,0.05,2.8,"Minecraft","Rural","[0.4, 0.6[","[8000, 10000["
1324,"February",18663,0.05,1.68,"AdaptedMind","Rural","[0.4, 0.6[","[8000, 10000["
1324,"February",18904,0.09,4.07,"Instructables","Rural","[0.4, 0.6[","[8000, 10000["
1324,"February",19044,0.37,90.04,"Flipgrid","Rural","[0.4, 0.6[","[8000, 10000["
1324,"February",19334,0.11,4.61,"Enchanted Learning","Rural","[0.4, 0.6[","[8000, 10000["
1324,"February",20594,0.38,49.96,"Quill","Rural","[0.4, 0.6[","[8000, 10000["
1324,"February",20619,0.05,2.34,"Doodle","Rural","[0.4, 0.6[","[8000, 10000["
1324,"February",21298,6.02,805.46,"ExploreLearning Gizmos","Rural","[0.4, 0.6[","[8000, 10000["
1324,"February",21917,0.05,1.4,"Google Voice","Rural","[0.4, 0.6[","[8000, 10000["
1324,"February",22741,0.06,6.35,"TES","Rural","[0.4, 0.6[","[8000, 10000["
