,Latitude,Longitude,Temp_March,Pres_March,Humi_March,Wind_March,Prec_March,Clou_March,Temp_Oct,Pres_Oct,Humi_Oct,Wind_Oct,Prec_Oct,Clou_Oct,Temp_Yearly_Av,Pres_Yearly_Av,Humi_Yearly_Av,Wind_Yearly_Av,Prec_Yearly_Av,Clou_Yearly_Av
14,66.45,-15.95,38.12000000000006,1009.99,79.68,14.7965884,0.00858,52.51,46.742,1007.37,85.76,12.959318,0.013260000000000001,57.11,42.431000000000026,1008.6800000000001,82.72,13.8779532,0.010920000000000001,54.81
15,66.3,-16.45,38.12000000000006,1009.99,79.68,14.7965884,0.00858,52.51,46.742,1007.37,85.76,12.959318,0.013260000000000001,57.11,42.431000000000026,1008.6800000000001,82.72,13.8779532,0.010920000000000001,54.81
16,65.833333,21.7,25.93399999999999,1009.34,81.16,13.188976799999999,0.00117,35.56,38.858000000000004,1010.5,88.89,11.4501316,0.0035099999999999997,52.59,32.396,1009.9200000000001,85.025,12.319554199999999,0.00234,44.075
17,64.8569444,-147.80277780000003,25.64600000000005,1009.71,70.27,7.9396328,0.00078,45.41,37.52600000000009,1005.12,81.68,8.1036748,0.00897,54.83,31.58600000000007,1007.415,75.975,8.0216538,0.004875,50.12
18,62.3666667,-6.7833333,41.73800000000004,1011.65,79.25,16.3057748,0.0035099999999999997,52.93,49.622000000000035,1010.36,85.59,15.4527564,0.0039000000000000003,54.14,45.680000000000035,1011.005,82.42,15.8792656,0.003705,53.535
19,62.3333333,-6.25,41.73800000000004,1011.65,79.25,16.3057748,0.0035099999999999997,52.93,49.622000000000035,1010.36,85.59,15.4527564,0.0039000000000000003,54.14,45.680000000000035,1011.005,82.42,15.8792656,0.003705,53.535
20,60.38333299999999,-1.35,41.73800000000004,1011.65,79.25,16.3057748,0.0035099999999999997,52.93,49.622000000000035,1010.36,85.59,15.4527564,0.0039000000000000003,54.14,45.680000000000035,1011.005,82.42,15.8792656,0.003705,53.535
21,60.15,-1.15,41.73800000000004,1011.65,79.25,16.3057748,0.0035099999999999997,52.93,49.622000000000035,1010.36,85.59,15.4527564,0.0039000000000000003,54.14,45.680000000000035,1011.005,82.42,15.8792656,0.003705,53.535
22,59.5763889,25.7213889,30.812000000000058,1011.87,79.26,13.877953200000002,0.0019500000000000001,39.44,44.438000000000045,1014.21,87.27,15.059055599999999,0.00312,52.1,37.62500000000005,1013.04,83.265,14.4685044,0.002535,45.769999999999996
23,59.5725,25.9752778,30.812000000000058,1011.87,79.26,13.877953200000002,0.0019500000000000001,39.44,44.438000000000045,1014.21,87.27,15.059055599999999,0.00312,52.1,37.62500000000005,1013.04,83.265,14.4685044,0.002535,45.769999999999996
24,57.9,25.3166667,32.03600000000007,1013.28,73.4,14.3700792,0.00117,48.01,43.52000000000006,1013.8,81.55,13.090551600000001,0.0019500000000000001,59.73,37.77800000000006,1013.54,77.475,13.7303154,0.0015600000000000002,53.87
25,57.8666667,25.05,32.03600000000007,1013.28,73.4,14.3700792,0.00117,48.01,43.52000000000006,1013.8,81.55,13.090551600000001,0.0019500000000000001,59.73,37.77800000000006,1013.54,77.475,13.7303154,0.0015600000000000002,53.87
26,57.726972,10.589686,36.44600000000005,1013.87,79.31,14.435696000000002,0.00234,45.75,48.32600000000009,1012.98,85.78,14.927821999999999,0.0035099999999999997,54.05,42.38600000000007,1013.425,82.545,14.681759,0.0029249999999999996,49.9
27,57.588135,9.951498,38.228000000000065,1017.76,83.01,16.9947512,0.0035099999999999997,48.83,50.82800000000007,1016.42,86.49,16.6010504,0.00507,57.87,44.52800000000006,1017.0899999999999,84.75,16.7979008,0.0042899999999999995,53.349999999999994
28,56.3591667,23.25,34.19600000000005,1014.81,77.86,15.255906000000001,0.00117,48.06,45.733999999999995,1015.98,85.67,15.255906000000001,0.00234,52.84,39.96500000000002,1015.395,81.765,15.255906000000001,0.001755,50.45
29,56.3166667,22.9,34.19600000000005,1014.81,77.86,15.255906000000001,0.00117,48.06,45.733999999999995,1015.98,85.67,15.255906000000001,0.00234,52.84,39.96500000000002,1015.395,81.765,15.255906000000001,0.001755,50.45
30,55.6338889,27.0538889,32.93600000000007,1013.53,80.81,14.7309716,0.00234,54.12,44.708000000000006,1014.7,85.82,14.599738,0.0027300000000000002,60.53,38.82200000000004,1014.115,83.315,14.6653548,0.002535,57.325
31,55.5666667,28.2166667,32.233999999999995,1013.23,81.33,15.059055599999999,0.0019500000000000001,56.46,43.84400000000007,1014.69,84.98,14.3700792,0.00234,60.01,38.03900000000003,1013.96,83.155,14.7145674,0.002145,58.235
32,55.25,-7.2666667,43.070000000000064,1012.8,82.43,16.4042,0.00429,55.41,51.02600000000009,1010.9,85.88,14.632546399999999,0.0039000000000000003,56.33,47.04800000000007,1011.8499999999999,84.155,15.5183732,0.0040950000000000005,55.87
33,55.1833333,-7.05,43.070000000000064,1012.8,82.43,16.4042,0.00429,55.41,51.02600000000009,1010.9,85.88,14.632546399999999,0.0039000000000000003,56.33,47.04800000000007,1011.8499999999999,84.155,15.5183732,0.0040950000000000005,55.87
34,54.9375,68.53944399999999,20.75,1017.3,84.34,17.683727599999997,0.00078,48.03,37.90400000000005,1016.85,76.11,16.2073496,0.00117,55.86,29.327000000000027,1017.075,80.225,16.9455386,0.000975,51.945
35,54.905556,70.443889,20.75,1017.3,84.34,17.683727599999997,0.00078,48.03,37.90400000000005,1016.85,76.11,16.2073496,0.00117,55.86,29.327000000000027,1017.075,80.225,16.9455386,0.000975,51.945
36,54.9,8.3,39.992,1010.08,80.53,15.944882400000001,0.0027300000000000002,50.9,51.96200000000006,1015.28,86.17,14.3044624,0.0039000000000000003,56.53,45.97700000000003,1012.6800000000001,83.35,15.124672400000001,0.0033150000000000002,53.715
37,54.8,9.383333,39.992,1010.08,80.53,15.944882400000001,0.0027300000000000002,50.9,51.96200000000006,1015.28,86.17,14.3044624,0.0039000000000000003,56.53,45.97700000000003,1012.6800000000001,83.35,15.124672400000001,0.0033150000000000002,53.715
38,54.791759,18.403942,37.90400000000005,1015.03,77.32,14.76378,0.00156,44.34,50.018000000000086,1015.9,83.93,15.354331199999999,0.00234,45.08,43.96100000000007,1015.4649999999999,80.625,15.0590556,0.00195,44.71
39,54.71854200000001,18.41085,37.90400000000005,1015.03,77.32,14.76378,0.00156,44.34,50.018000000000086,1015.9,83.93,15.354331199999999,0.00234,45.08,43.96100000000007,1015.4649999999999,80.625,15.0590556,0.00195,44.71
40,53.332639,6.924231,42.188000000000045,1015.21,78.78,15.4527564,0.00312,56.04,53.00600000000003,1014.02,83.41,13.2545936,0.0035099999999999997,62.88,47.59700000000004,1014.615,81.095,14.353674999999999,0.003315,59.46
41,53.32724,6.530143,42.188000000000045,1015.21,78.78,15.4527564,0.00312,56.04,53.00600000000003,1014.02,83.41,13.2545936,0.0035099999999999997,62.88,47.59700000000004,1014.615,81.095,14.353674999999999,0.003315,59.46
42,52.333333,124.733333,19.25600000000003,996.99,72.55,8.2349084,0.00039,40.49,32.95400000000005,993.86,68.37,8.3005252,0.00078,35.82,26.10500000000004,995.425,70.46000000000001,8.267716799999999,0.000585,38.155
43,52.178273,32.581827000000004,35.72600000000009,1015.45,73.95,16.1089244,0.00156,47.95,46.11200000000006,1019.15,80.1,13.94357,0.00156,50.47,40.919000000000075,1017.3,77.025,15.0262472,0.00156,49.21
44,52.063136,31.185669,35.72600000000009,1015.45,73.95,16.1089244,0.00156,47.95,46.11200000000006,1019.15,80.1,13.94357,0.00156,50.47,40.919000000000075,1017.3,77.025,15.0262472,0.00156,49.21
45,51.466667,4.466667,44.69000000000002,1015.66,72.73,12.9265096,0.0039000000000000003,40.12,53.81600000000001,1016.2,81.71,10.892388799999999,0.0035099999999999997,45.84,49.253000000000014,1015.9300000000001,77.22,11.9094492,0.003705,42.980000000000004
46,51.45,4.933333,44.27600000000009,1015.19,74.89,13.3858272,0.0035099999999999997,59.29,53.69000000000002,1015.96,84.52,11.811024,0.0035099999999999997,65.57,48.983000000000054,1015.575,79.705,12.598425599999999,0.0035099999999999997,62.42999999999999
47,51.05,2.366667,44.34800000000003,1015.79,76.74,16.338583200000002,0.0027300000000000002,41.48,54.21200000000006,1015.02,82.75,14.566929600000002,0.0027300000000000002,51.25,49.280000000000044,1015.405,79.745,15.452756400000002,0.0027300000000000002,46.364999999999995
48,51.03116,2.339835,44.34800000000003,1015.79,76.74,16.338583200000002,0.0027300000000000002,41.48,54.21200000000006,1015.02,82.75,14.566929600000002,0.0027300000000000002,51.25,49.280000000000044,1015.405,79.745,15.452756400000002,0.0027300000000000002,46.364999999999995
49,51.004656,14.453760999999998,40.22600000000009,1014.82,73.41,12.631234000000001,0.00234,40.81,50.918000000000085,1013.6,81.06,11.1220476,0.0019500000000000001,38.45,45.57200000000009,1014.21,77.235,11.8766408,0.002145,39.63
50,50.993215,14.572155,40.22600000000009,1014.82,73.41,12.631234000000001,0.00234,40.81,50.918000000000085,1013.6,81.06,11.1220476,0.0019500000000000001,38.45,45.57200000000009,1014.21,77.235,11.8766408,0.002145,39.63
51,50.783333,121.516667,15.638000000000044,984.59,76.76,11.1220476,0.0,40.5,31.964000000000034,971.87,67.25,12.0078744,0.00078,38.21,23.801000000000037,978.23,72.005,11.564961,0.00039,39.355000000000004
52,50.2313889,106.2077778,22.028000000000066,1018.71,63.75,8.9566932,0.0,36.98,31.406000000000027,1014.12,68.49,8.2021,0.00039,38.02,26.71700000000005,1016.415,66.12,8.579396599999999,0.000195,37.5
53,50.165555600000005,6.088888900000001,41.66600000000001,1015.61,75.62,12.8280844,0.00312,46.42,51.008,1013.98,85.74,10.498688000000001,0.00312,56.47,46.337,1014.7950000000001,80.68,11.663386200000001,0.00312,51.445
54,50.1647222,6.015,43.141999999999996,1015.24,75.18,12.795276,0.0039000000000000003,43.19,53.096000000000046,1014.34,83.18,12.8608928,0.0027300000000000002,45.72,48.11900000000002,1014.79,79.18,12.8280844,0.0033150000000000002,44.455
55,49.966666700000005,92.0333333,15.98000000000004,987.23,81.17,4.6587928,0.0,43.4,31.441999999999997,969.78,71.26,5.314960800000001,0.00039,43.98,23.71100000000002,978.505,76.215,4.9868768,0.000195,43.69
56,49.4333333,18.7833333,38.641999999999996,1007.84,72.46,10.66273,0.0027300000000000002,48.96,49.29800000000002,1006.17,75.9,9.2191604,0.00312,47.52,43.97000000000001,1007.005,74.18,9.9409452,0.002925,48.24
57,49.4,19.5,38.641999999999996,1007.84,72.46,10.66273,0.0027300000000000002,48.96,49.29800000000002,1006.17,75.9,9.2191604,0.00312,47.52,43.97000000000001,1007.005,74.18,9.9409452,0.002925,48.24
58,48.866667,15.116667,40.838000000000044,1015.97,67.63,12.0078744,0.0019500000000000001,32.55,50.342,1016.16,79.71,9.580052799999999,0.00234,39.79,45.59000000000002,1016.065,73.66999999999999,10.7939636,0.002145,36.17
59,48.783333,15.066667,43.610000000000085,1016.4,66.37,14.698163200000002,0.0117,35.61,52.358000000000004,1016.03,79.1,11.811024,0.02067,41,47.984000000000044,1016.2149999999999,72.735,13.2545936,0.016185,38.305
60,48.466667,21.283333,41.233999999999995,1015.94,66.23,12.2375332,0.00312,29.92,50.27000000000006,1015.83,80.34,7.874015999999999,0.0027300000000000002,34.34,45.752000000000024,1015.885,73.285,10.0557746,0.002925,32.13
61,48.409062,22.176139000000003,41.48600000000007,1014.03,68,8.9238848,0.00234,52.14,50.846000000000046,1016.83,78.03,7.5787404,0.0019500000000000001,54.51,46.166000000000054,1015.4300000000001,73.015,8.2513126,0.002145,53.325
62,48.385278,27.439167,38.89400000000008,1013.09,77.22,11.8438324,0.00234,47.81,49.622000000000035,1012.95,76.28,10.7611552,0.00156,44.49,44.25800000000005,1013.02,76.75,11.3024938,0.00195,46.150000000000006
63,48.357222,27.703611,40.71200000000006,1014.9,71.65,12.5000004,0.00234,41.84,50.82800000000007,1017.11,74.35,10.7283468,0.00156,40.45,45.77000000000007,1016.005,73.0,11.6141736,0.00195,41.145
64,48.216667,26.65,38.89400000000008,1013.09,77.22,11.8438324,0.00234,47.81,49.622000000000035,1012.95,76.28,10.7611552,0.00156,44.49,44.25800000000005,1013.02,76.75,11.3024938,0.00195,46.150000000000006
65,48.183333000000005,26.583333000000003,39.63200000000002,1015.54,73.72,13.8123364,0.0019500000000000001,40.16,50.81000000000008,1017.56,74.86,11.4173232,0.0019500000000000001,37.99,45.221000000000046,1016.55,74.28999999999999,12.614829799999999,0.0019500000000000001,39.075
66,47.697316,8.634929,43.23200000000001,1016,72.55,9.3832024,0.00312,41.38,52.19600000000005,1013.42,83.36,7.283464800000001,0.0035099999999999997,48.7,47.71400000000003,1014.71,77.955,8.3333336,0.003315,45.040000000000006
67,47.648212,9.180338,41.846000000000046,1015.46,71.77,8.9895016,0.0027300000000000002,38.29,51.08000000000004,1013.9,81.87,6.4304464,0.0027300000000000002,48.99,46.463000000000044,1014.6800000000001,76.82,7.709974000000001,0.0027300000000000002,43.64
68,47.2333333,9.5333333,40.820000000000064,1013.78,73.81,10.5643048,0.00312,51.7,49.766000000000005,1015.52,85.84,7.6443572,0.0035099999999999997,55.97,45.293000000000035,1014.65,79.825,9.104331,0.003315,53.835
69,47.2333333,9.516666699999998,40.820000000000064,1013.78,73.81,10.5643048,0.00312,51.7,49.766000000000005,1015.52,85.84,7.6443572,0.0035099999999999997,55.97,45.293000000000035,1014.65,79.825,9.104331,0.003315,53.835
70,47.0975,-56.3813889,28.022000000000038,1010.84,78.4,18.1758536,0.00234,65.62,50.19800000000002,1016.27,83.16,14.4028876,0.00312,61.47,39.11000000000003,1013.5550000000001,80.78,16.289370599999998,0.00273,63.545
71,46.8,11.933333,46.72400000000001,1014.53,68.39,8.431758799999999,0.0027300000000000002,46.6,53.34800000000003,1004.55,80.34,7.349081600000001,0.0019500000000000001,48.05,50.036000000000016,1009.54,74.36500000000001,7.890420199999999,0.00234,47.325
72,46.7666667,-56.1833333,28.022000000000038,1010.84,78.4,18.1758536,0.00234,65.62,50.19800000000002,1016.27,83.16,14.4028876,0.00312,61.47,39.11000000000003,1013.5550000000001,80.78,16.289370599999998,0.00273,63.545
73,46.716667,11.65,46.72400000000001,1014.53,68.39,8.431758799999999,0.0027300000000000002,46.6,53.34800000000003,1004.55,80.34,7.349081600000001,0.0019500000000000001,48.05,50.036000000000016,1009.54,74.36500000000001,7.890420199999999,0.00234,47.325
74,46.6733333,15.9922222,42.36800000000009,1015.94,69.25,6.7585304,0.0035099999999999997,42.63,50.99000000000002,1015.05,80.34,4.9868768,0.00312,44.68,46.67900000000006,1015.495,74.795,5.8727035999999995,0.003315,43.655
75,46.6625,16.1663889,42.36800000000009,1015.94,69.25,6.7585304,0.0035099999999999997,42.63,50.99000000000002,1015.05,80.34,4.9868768,0.00312,44.68,46.67900000000006,1015.495,74.795,5.8727035999999995,0.003315,43.655
76,46.38444439999999,16.4338889,44.00600000000003,1016.08,66.71,9.1535436,0.0019500000000000001,25.95,53.67200000000004,1018.39,81.03,6.036745600000001,0.00312,35.8,48.839000000000034,1017.235,73.87,7.595144600000001,0.002535,30.875
77,46.3044444,16.3377778,44.00600000000003,1016.08,66.71,9.1535436,0.0019500000000000001,25.95,53.67200000000004,1018.39,81.03,6.036745600000001,0.00312,35.8,48.839000000000034,1017.235,73.87,7.595144600000001,0.002535,30.875
78,46.155556,19.9725,44.96000000000008,1016.32,68.02,12.073491200000001,0.0019500000000000001,37.82,54.788000000000046,1019.27,72.89,10.4002628,0.0027300000000000002,38.13,49.874000000000066,1017.7950000000001,70.455,11.236877,0.00234,37.975
79,46.108889000000005,19.767222,45.01400000000003,1016.27,68.21,11.581365199999999,0.0019500000000000001,37.19,55.004000000000055,1019.14,72.74,10.5314964,0.0027300000000000002,37.7,50.00900000000004,1017.7049999999999,70.475,11.0564308,0.00234,37.445
80,45.409444,141.673889,24.674000000000014,1011.09,78.66,11.9094492,0.00039,49.75,43.358000000000004,1013.95,80.57,11.8766408,0.00234,43,34.016000000000005,1012.52,79.615,11.893045,0.0013650000000000001,46.375
81,45.371389,141.821111,28.52600000000009,1008.45,78.01,10.4002628,0.0019500000000000001,61.91,47.08399999999999,1009.49,79.81,9.186352,0.00468,61.56,37.805000000000035,1008.97,78.91,9.7933074,0.0033150000000000002,61.735
82,45.2197222,16.5358333,44.492,1013.41,72.6,7.053806,0.00312,38.28,53.27600000000009,1014.98,80.67,5.4461943999999995,0.0035099999999999997,36.75,48.88400000000004,1014.1949999999999,76.63499999999999,6.2500002,0.003315,37.515
83,45.1894444,15.811666699999998,44.00600000000003,1016.08,66.71,9.1535436,0.0019500000000000001,25.95,53.67200000000004,1018.39,81.03,6.036745600000001,0.00312,35.8,48.839000000000034,1017.235,73.87,7.595144600000001,0.002535,30.875
84,44.1516667,22.6425,43.86200000000006,1012.81,76.72,9.612861200000001,0.0039000000000000003,47.57,53.978000000000065,1014.06,71.85,8.7598428,0.00312,39.45,48.92000000000006,1013.435,74.285,9.186352,0.00351,43.510000000000005
85,44.1166667,27.2666667,45.48200000000001,1017.4,74.61,11.6797904,0.0035099999999999997,46.56,56.62400000000001,1020.12,73.39,10.5314964,0.0027300000000000002,36.47,51.05300000000001,1018.76,74.0,11.1056434,0.00312,41.515
86,43.95,12.5,48.524000000000015,1014.49,76.29,9.3175856,0.0039000000000000003,30.97,60.35,1015.42,83.56,7.808399199999999,0.029249999999999998,35.11,54.43700000000001,1014.9549999999999,79.92500000000001,8.562992399999999,0.016575,33.04
87,43.95,12.4166667,48.524000000000015,1014.49,76.29,9.3175856,0.0039000000000000003,30.97,60.35,1015.42,83.56,7.808399199999999,0.029249999999999998,35.11,54.43700000000001,1014.9549999999999,79.92500000000001,8.562992399999999,0.016575,33.04
88,43.7333333,7.4166667,50.306000000000026,1014.17,68.57,10.3018376,0.0035099999999999997,34.25,61.12400000000001,1011.03,72.84,9.2519688,0.00312,36.75,55.71500000000002,1012.5999999999999,70.705,9.7769032,0.003315,35.5
89,43.670188,-7.410133999999999,50.73800000000004,1017.28,78.06,11.023622399999999,0.00468,39.75,59.81000000000008,1014.57,80.69,9.2847772,0.00585,38.93,55.27400000000006,1015.925,79.375,10.1541998,0.005265000000000001,39.34
90,43.569197,-7.254405,50.73800000000004,1017.28,78.06,11.023622399999999,0.00468,39.75,59.81000000000008,1014.57,80.69,9.2847772,0.00585,38.93,55.27400000000006,1015.925,79.375,10.1541998,0.005265000000000001,39.34
91,43.352222,19.354167,41.39600000000005,1015.45,75.29,6.2335959999999995,0.0019500000000000001,45.43,50.342,1010.04,82.03,4.265092,0.00234,39.6,45.86900000000003,1012.745,78.66,5.249344,0.002145,42.515
92,43.3222222,40.2436111,46.65200000000008,1010.59,72.91,9.186352,0.00624,57.95,59.522000000000034,1009.55,75.53,8.7926512,0.0035099999999999997,40.97,53.08700000000006,1010.0699999999999,74.22,8.9895016,0.004875,49.46
93,43.15694439999999,40.35,46.65200000000008,1010.59,72.91,9.186352,0.00624,57.95,59.522000000000034,1009.55,75.53,8.7926512,0.0035099999999999997,40.97,53.08700000000006,1010.0699999999999,74.22,8.9895016,0.004875,49.46
94,43.0275,60.0125,44.924000000000014,1018.71,59.28,13.8123364,0.00078,21.92,51.98000000000004,1023.01,50.82,10.3018376,0.00039,10.34,48.45200000000003,1020.86,55.05,12.057087,0.000585,16.130000000000003
95,42.8875,74.8472222,35.852000000000075,945.63,77.15,6.56168,0.00117,43.62,43.57400000000001,929.04,60.78,5.249344000000001,0.00078,34.44,39.713000000000044,937.335,68.965,5.905512,0.000975,39.03
96,42.8413889,75.2883333,35.852000000000075,945.63,77.15,6.56168,0.00117,43.62,43.57400000000001,929.04,60.78,5.249344000000001,0.00078,34.44,39.713000000000044,937.335,68.965,5.905512,0.000975,39.03
97,42.7766667,59.6077778,44.924000000000014,1018.71,59.28,13.8123364,0.00078,21.92,51.98000000000004,1023.01,50.82,10.3018376,0.00039,10.34,48.45200000000003,1020.86,55.05,12.057087,0.000585,16.130000000000003
98,42.775,18.958333,49.29800000000002,1014.66,66.06,9.350394,0.0054600000000000004,40.33,58.71200000000006,1009.06,70.25,6.069554,0.00429,31.02,54.00500000000004,1011.8599999999999,68.155,7.709974,0.004875000000000001,35.675
99,42.5666667,1.6,53.00600000000003,1015.61,66.02,16.076116000000003,0.0035099999999999997,41.13,63.248000000000026,1016.45,72.83,12.4343836,0.00156,36.81,58.127000000000024,1016.03,69.425,14.255249800000001,0.002535,38.97
100,42.55,1.5333333,53.00600000000003,1015.61,66.02,16.076116000000003,0.0035099999999999997,41.13,63.248000000000026,1016.45,72.83,12.4343836,0.00156,36.81,58.127000000000024,1016.03,69.425,14.255249800000001,0.002535,38.97
101,42.3572222,20.0730556,42.35,1007.49,68.35,9.514436,0.00156,47.95,51.51200000000006,993.75,72.57,5.8398952,0.0019500000000000001,38.26,46.931000000000026,1000.62,70.46,7.6771656,0.001755,43.105000000000004
102,42.2647222,20.0269444,42.35,1007.49,68.35,9.514436,0.00156,47.95,51.51200000000006,993.75,72.57,5.8398952,0.0019500000000000001,38.26,46.931000000000026,1000.62,70.46,7.6771656,0.001755,43.105000000000004
103,42.2038889,21.5783333,45.158,1015.89,68.29,7.3162731999999995,0.00156,43.55,54.266000000000005,1014.02,73.02,5.4461943999999995,0.0019500000000000001,34.06,49.712,1014.9549999999999,70.655,6.3812337999999995,0.001755,38.805
104,42.2019444,22.3319444,45.158,1015.89,68.29,7.3162731999999995,0.00156,43.55,54.266000000000005,1014.02,73.02,5.4461943999999995,0.0019500000000000001,34.06,49.712,1014.9549999999999,70.655,6.3812337999999995,0.001755,38.805
105,42.1333333,59.6666667,44.924000000000014,1018.71,59.28,13.8123364,0.00078,21.92,51.98000000000004,1023.01,50.82,10.3018376,0.00039,10.34,48.45200000000003,1020.86,55.05,12.057087,0.000585,16.130000000000003
106,42.05,59.4,44.924000000000014,1018.71,59.28,13.8123364,0.00078,21.92,51.98000000000004,1023.01,50.82,10.3018376,0.00039,10.34,48.45200000000003,1020.86,55.05,12.057087,0.000585,16.130000000000003
107,42.026829,35.162525,48.21800000000009,1015.95,74.62,10.137795599999999,0.0035099999999999997,58.34,61.556000000000026,1016.82,83.67,8.3989504,0.0019500000000000001,51.22,54.88700000000006,1016.385,79.14500000000001,9.268373,0.00273,54.78
108,41.866667,-8.4,56.983999999999995,1017.93,72.53,10.7283468,0.00312,40.82,62.88800000000005,1013.79,79.01,7.775590800000001,0.0066300000000000005,45.33,59.93600000000002,1015.8599999999999,75.77000000000001,9.2519688,0.004875,43.075
109,41.810976,-8.852547999999999,56.983999999999995,1017.93,72.53,10.7283468,0.00312,40.82,62.88800000000005,1013.79,79.01,7.775590800000001,0.0066300000000000005,45.33,59.93600000000002,1015.8599999999999,75.77000000000001,9.2519688,0.004875,43.075
110,41.72,46.264722,47.31800000000008,1016,68.13,12.5328088,0.00117,59.86,58.31600000000001,1014.96,71.99,8.694226,0.00117,50.67,52.81700000000005,1015.48,70.06,10.6135174,0.00117,55.265
111,41.7191667,26.214444399999994,47.102000000000075,1013.95,74.83,10.8595804,0.00429,45.19,58.49600000000005,1015.81,70.58,9.9409452,0.00312,32.23,52.79900000000006,1014.88,72.705,10.4002628,0.003705,38.709999999999994
112,41.7041667,26.2933333,47.102000000000075,1013.95,74.83,10.8595804,0.00429,45.19,58.49600000000005,1015.81,70.58,9.9409452,0.00312,32.23,52.79900000000006,1014.88,72.705,10.4002628,0.003705,38.709999999999994
113,41.675745,26.558665,47.102000000000075,1013.95,74.83,10.8595804,0.00429,45.19,58.49600000000005,1015.81,70.58,9.9409452,0.00312,32.23,52.79900000000006,1014.88,72.705,10.4002628,0.003705,38.709999999999994
114,41.639727,48.664408,40.622000000000035,994.01,80.35,8.3333336,0.00234,49.57,54.5,985.04,80.48,7.9724412000000004,0.00234,44.13,47.56100000000002,989.525,80.41499999999999,8.152887400000001,0.00234,46.85
115,41.2458333,44.8211111,45.28399999999999,1016.86,68.04,16.4698168,0.00234,40.24,56.354000000000056,1012.17,73.23,10.66273,0.00156,37.68,50.819000000000024,1014.515,70.635,13.5662734,0.00195,38.96
116,41.2027778,45.0033333,45.28399999999999,1016.86,68.04,16.4698168,0.00234,40.24,56.354000000000056,1012.17,73.23,10.66273,0.00156,37.68,50.819000000000024,1014.515,70.635,13.5662734,0.00195,38.96
